id,DELTA_GEOM__K_all_bb_mean,DELTA_GEOM__K_all_bb_median,DELTA_GEOM__K_all_bb_q90,DELTA_GEOM__K_all_bb_iqr,DELTA_GEOM__K_all_bb_frac_neg,DELTA_GEOM__K_FW_mean,DELTA_GEOM__K_FW_median,DELTA_GEOM__K_FW_q90,DELTA_GEOM__K_CDR_mean,DELTA_GEOM__K_CDR_median,DELTA_GEOM__K_CDR_q90,DELTA_GEOM__K_HCDR3_mean,DELTA_GEOM__K_HCDR3_median,DELTA_GEOM__K_HCDR3_q90,DELTA_GEOM__K_chi1_mean,DELTA_GEOM__K_chi1_median,DELTA_GEOM__K_chi1_q90,DELTA_ENV__K_all_bb_mean,DELTA_ENV__K_all_bb_median,DELTA_ENV__K_all_bb_q90,DELTA_ENV__K_all_bb_iqr,DELTA_ENV__K_all_bb_frac_neg,DELTA_ENV__K_FW_mean,DELTA_ENV__K_FW_median,DELTA_ENV__K_FW_q90,DELTA_ENV__K_CDR_mean,DELTA_ENV__K_CDR_median,DELTA_ENV__K_CDR_q90,DELTA_ENV__K_HCDR3_mean,DELTA_ENV__K_HCDR3_median,DELTA_ENV__K_HCDR3_q90,DELTA_ENV__K_chi1_mean,DELTA_ENV__K_chi1_median,DELTA_ENV__K_chi1_q90,K_CH1_mean,K_CH1_median,K_CH1_q10,K_CH1_q90,K_CH1_iqr,K_CH1_frac_neg,K_CH1_n,K_CL_mean,K_CL_median,K_CL_q10,K_CL_q90,K_CL_iqr,K_CL_frac_neg,K_CL_n,K_CH1_CL_mean,K_CH1_CL_median,K_CH1_CL_q10,K_CH1_CL_q90,K_CH1_CL_iqr,K_CH1_CL_frac_neg,K_CH1_CL_n,K_CONST_mean_median,K_CONST_diff_median,K_VH_CH1_mean,K_VH_CH1_median,K_VH_CH1_q10,K_VH_CH1_q90,K_VH_CH1_iqr,K_VH_CH1_frac_neg,K_VH_CH1_n,K_VL_CL_mean,K_VL_CL_median,K_VL_CL_q10,K_VL_CL_q90,K_VL_CL_iqr,K_VL_CL_frac_neg,K_VL_CL_n,K_CH1_CL_mean_x,K_CH1_CL_median_x,K_CH1_CL_q10_x,K_CH1_CL_q90_x,K_CH1_CL_iqr_x,K_CH1_CL_frac_neg_x,K_CH1_CL_n_x,K_full_median,K_full_mean,K_full_q90,K_full_n_sites,PREP_RELAX_SENS__K_all_bb_mean,PREP_RELAX_SENS__K_all_bb_median,PREP_RELAX_SENS__K_all_bb_q90,PREP_RELAX_SENS__K_all_bb_iqr,PREP_RELAX_SENS__K_all_bb_frac_neg,PREP_RELAX_SENS__K_FW_mean,PREP_RELAX_SENS__K_FW_median,PREP_RELAX_SENS__K_FW_q90,PREP_RELAX_SENS__K_CDR_mean,PREP_RELAX_SENS__K_CDR_median,PREP_RELAX_SENS__K_CDR_q90,PREP_RELAX_SENS__K_HCDR3_mean,PREP_RELAX_SENS__K_HCDR3_median,PREP_RELAX_SENS__K_HCDR3_q90,PREP_RELAX_SENS__K_chi1_mean,PREP_RELAX_SENS__K_chi1_median,PREP_RELAX_SENS__K_chi1_q90
ADI-37123,-0.9617596728549955,0.6010997955343758,-2.038730139854124,0.801466394045832,0.0,-15.253718981933414,-2.454490831765373,-14.371294278234387,-1.4631402535346112,-1.402566189580213,0.08014663940458888,-1.4401349268011074,-0.6010997955343704,-2.7249857397558372,-0.04541642899593157,-0.15628594683894015,0.5914821988058296,1.0986768485044962,-0.551008145906513,7.08295925738004,4.570863028542661,0.0,2.5944442504737957,0.20036659851145977,3.9472219906757147,-0.029229950841667574,-0.20036659851145622,-0.14025661895801989,0.5760539707204515,0.5760539707204444,-0.24043991821375243,-0.01469355055750654,-0.056102647583209375,0.09537450089145594,40.93600922366058,13.023828903244835,8.6658553856206,125.6298572666848,35.33965881245858,0.0,36.0,37.8358926855805,15.929144581660989,9.817963327061491,96.6267921321511,58.20649686757884,0.0,36.0,57.267278437056376,39.923044753408206,9.97825660587066,124.81837254271338,89.86441943238935,0.0,8.0,14.476486742452913,-2.9053156784161533,26.398299353884724,12.522912406966189,11.060236237832536,50.13172294756704,25.246191412443835,0.0,8.0,39.02139506010664,14.476486742452911,11.04019957798139,97.3982035364202,30.605997922625363,0.0,8.0,57.267278437056376,39.923044753408206,9.97825660587066,124.81837254271338,89.86441943238935,0.0,8.0,13.023828903244835,36.037936408271015,96.12587563587245,108,-0.9930669538724146,-0.25045824813932427,-0.8615763735992346,-10.932502531281486,0.0,-0.40548262750615294,0.40073319702291776,-2.5646924609466595,-1.382765255139084,-0.9016496933015681,-6.652171070580437,-0.7325903758075256,0.10018329925572544,-2.0437393048168815,-0.0494237609661603,0.14426395092825217,-0.32619682237665515
ADI-37124,0.5159439911670134,-0.7012830947901065,-0.8565672086364629,0.18784368610450386,0.0,-0.32665321296215666,-1.6279786129056024,0.1402566189580483,-1.8346066676205446,-2.955407328044018,-6.837510174203537,-1.966347706141832,-2.4043991821375084,5.049238282488787,6.94470630440717,-0.04007331970228911,-0.2308223214851992,9.502385934405932,0.05009164962786272,48.86941337694484,8.803607422097237,0.0,7.83698272264445,1.8032993866031326,43.58975350616787,-0.06887601823830991,0.12522912406966213,-0.15027494888359172,-0.19658189609511822,-0.100183299255729,0.040073319702273125,0.10085118791743497,0.00801466394046102,0.11861702631878757,59.26896712021196,34.66342154248241,9.91814662631722,126.83205685775354,101.43559049642612,0.0,38.0,26.59532650908765,13.0739205528727,9.216863531527114,54.7000813936283,38.14479119161901,0.0,30.0,52.35829677352562,23.492983675468565,10.28882483356342,118.6671179684116,94.74835527110618,0.0,8.0,23.868671047677555,21.58950098960971,34.763604841738136,18.3335437637985,11.220529516641705,76.01908747524755,39.3720366075017,0.0,8.0,52.05774687575844,12.422729107710456,9.938183286168366,124.99870248137368,95.0739509936873,0.0,8.0,52.35829677352562,23.492983675468565,10.28882483356342,118.6671179684116,94.74835527110618,0.0,8.0,13.324378801012024,37.46091030695887,110.70254567758109,108,-1.2497866582152213,0.4758706714647154,-5.429934819660538,1.9660972478936891,0.0,-5.175840288807478,-1.4526578392080811,-11.410877785227584,0.9079111495050398,2.22907840843998,1.3524745399523397,3.8483744687434225,0.8014663940458355,5.900796326162478,-3.38285607153513,-0.4007331970229213,-0.12342582468306063
ADI-37125,0.16655473501263174,0.5009164962786485,-6.496886956734059,-9.580027991329132,0.0,-19.562889175761732,-10.653492042854275,-16.12951118017247,-2.661118886480317,1.527795313649877,-20.312163924099153,2.2262231844111895,-2.2290784084399817,4.027368630080318,-0.8669194828929072,-1.4266101814015855,-3.1329321343251717,-0.7359298191160448,-2.3042158828817847,-0.33060488754389894,-0.9517413429294308,0.0,4.1342701035214375,0.1502749488835935,10.639466380958453,-0.018784368610440083,0.200366598511458,-0.9266955181155083,-0.601099795534374,-1.402566189580213,-1.8032993866031433,-0.04675220631933996,-0.12422729107710495,-0.26047657806489255,32.733574830503606,11.621262713664622,9.868054976689356,85.27602432647703,36.24130850576015,0.0,38.0,45.12962974708097,31.00673111964828,9.427248459964146,90.6658858264352,66.72207730431585,0.0,34.0,53.1096715179436,42.026894037778526,9.938183286168366,104.24072287558651,85.40626261550939,0.0,8.0,21.31399691665645,-19.38546840598366,26.17288693055933,14.526578392080776,10.719613020363056,57.96605694936508,15.778869632777395,0.0,8.0,58.682367539043554,12.322545808454729,9.467321779666438,175.45101198655908,74.5864662958906,0.0,8.0,53.1096715179436,42.026894037778526,9.938183286168366,104.24072287558651,85.40626261550939,0.0,8.0,13.825295297290667,39.53314619467516,102.47749680868569,108,-3.848290982660707,1.0268788173712302,-8.781066179764707,-2.404399182137489,0.0,-0.2005207266641591,1.0609411391181762,-7.3133808456682345,-2.8771391255004843,-1.7031160873474018,-3.932194495787371,-4.945047651262804,0.12522912406966213,-2.735004069681395,4.4361164910437,0.09216863531527153,15.446661812445395
ADI-38498,-1.7193958734764578,-3.1307281017415463,-8.61576373599273,1.1145392042199873,0.0,-8.735774979892831,-8.715947035248465,-17.68235231863627,-5.084302437228267,2.780086554346493,-13.299332976198087,-7.524684121015127,-7.517754776149932,-21.759812598344425,-4.881598228400849,-1.442639509282504,-20.11039475939812,-1.2798416479919439,-4.132561094298843,-0.8615763735993056,12.998783078430918,0.0,4.098874459924101,1.5027494888359438,17.682352318636298,-0.28176552915675046,-0.5510081459065184,-0.45082484665078937,0.30121778642888586,-0.05009164962786272,0.30054989776719765,0.024043991821375954,0.008014663940457467,-0.024043991821379507,42.64302132820126,18.78436861044928,10.028348255498525,91.86808541750396,61.11181254599498,0.0,40.0,38.41716453647052,13.424562100267751,9.517413429294304,119.49863935223422,56.202830882464255,0.0,32.0,40.511621636535615,23.39280037621284,9.98827493579623,87.29972697144267,30.68113539706716,0.0,8.0,16.104465355358517,5.35980651018153,26.748940901279774,16.430061077939637,9.0365335928668,51.98511398379803,26.97435332460517,0.0,8.0,40.46152998690775,12.122179209943267,9.687725038029043,103.52942145087086,56.97925145169614,0.0,8.0,40.511621636535615,23.39280037621284,9.98827493579623,87.29972697144267,30.68113539706716,0.0,8.0,13.82529529729067,38.4400350850182,100.7643623914127,108,5.01667871023065,2.8552240287882924,18.48381871268211,1.3524745399523468,0.0,4.381683565114752,-0.15027494888359527,4.347955187698645,6.14248853561692,6.762372699761741,14.42639509282506,2.4818742668952822,-9.262947849184759,8.645818725769445,2.712963743845153,2.115871280281006,10.409445525867326
ADI-38499,-2.421931259507261,-0.35064154739505327,-13.304342141160888,-0.5635310583134725,0.0,-11.985034053067906,-0.40073319702291954,-22.047338667208408,-4.81085768764861,-2.4094083471002925,-8.16493888934194,0.8578194998771806,4.708615065019288,-5.545145613804621,-5.03120528862274,-0.12422729107710317,-32.51949893840981,17.085218112030752,2.1539409339981823,25.631897114578393,8.452965874702187,0.0,5.345554793661755,0.1272327900547765,19.360422581169743,-0.04029594925619051,-0.08715947035248384,-0.2304215882881806,-0.14401349268011643,0.35064154739505327,-0.6161272904227246,0.019368771189448353,0.17632260669008382,-0.06251437873557109,37.67946613060226,14.87721993947583,9.317046830782845,120.11977580761966,34.938925615435664,0.0,38.0,84.38597480466815,18.433727063054228,10.409044792670295,223.30857404102105,83.45268828002267,0.0,38.0,37.61882887052643,17.28161912161334,11.701409353069206,85.29606098632809,29.729394054137728,0.0,8.0,16.65547350126503,-3.556507123578397,29.85462317820739,12.372637458082592,10.990107928353526,62.7347819939378,26.94930749979123,0.0,8.0,48.76422091272633,18.53391036230996,10.48919143207488,104.651474402535,53.19733190479237,0.0,8.0,37.61882887052643,17.28161912161334,11.701409353069206,85.29606098632809,29.729394054137728,0.0,8.0,15.277953136498748,48.11681416998041,106.04402226218966,108,0.05510081459065219,0.8766038684876349,8.771047849839093,2.479536656579306,0.0,-0.739429812583623,0.47286517248704385,-13.076926051850378,1.9563572049104963,0.7473674124477405,1.7782535617892066,2.6548574302768344,2.1288951091842527,12.828471469696169,2.9186734516502497,0.7934517301053763,29.75043254698143
ADI-38500,1.4150891019871779,0.07513747444179586,7.744169032467838,0.46334775905775416,0.0,-12.957183818661242,-6.525940113518221,-32.21393987567973,1.8307392976125136,0.200366598511458,7.4035458149984095,-3.4751081929331207,1.3524745399523486,-9.352110985522351,-0.13023828903244272,0.11621262713664571,-1.3232210165696756,1.0456631859816667,-0.4257790218368509,1.2172270859571057,0.5760539707204515,0.0,3.8979424088492607,-0.11220529516641875,15.838979612330789,0.30868242441265537,-0.8014663940458355,-0.07012830947901705,-0.0876603868487571,-0.07513747444179586,-0.13023828903244805,-0.04675220631933996,-0.1282346230473319,0.1618962115972593,40.156805785004906,20.43739304816882,9.817963327061491,107.09594690437484,61.6628206919015,0.0,36.0,33.2608553529022,12.222362509198998,9.417230130038572,98.98109966466076,32.359205659600626,0.0,36.0,31.182051893345808,18.08308551565917,6.642152740654866,66.12097750878145,21.188767792586788,0.0,8.0,16.329877778683908,8.21503053896982,47.46183802240185,46.48505085465848,11.220529516641705,85.59661088409528,63.16557018073745,0.0,8.0,34.56323824322668,12.222362509198998,11.360786135599724,71.49080234888855,24.54490831765372,0.0,8.0,31.182051893345808,18.08308551565917,6.642152740654866,66.12097750878145,21.188767792586788,0.0,8.0,13.82529529729067,35.11921844917032,100.48384915349668,108,-1.6104465355358428,-1.1771537662548184,16.450097737790756,1.928528510672784,0.0,-2.414862771170881,0.25646924609466915,-7.744169032467951,0.4248950515492993,-0.9016496933015645,2.3142342128073636,1.1646308538478536,0.3756873722089864,5.4549806444744675,1.3130691089117565,1.7071234193176323,-0.7245256202174382
ADI-38501,2.135156565387728,-0.4257790218368491,1.3324378801012031,2.892792766009194,0.0,-5.9965476033750384,-2.699939914941911,-18.74429529074699,-1.058366984901184,-0.8265122188597669,3.3912046798064353,4.546386427019954,2.0136843150401624,1.7782535617891995,-0.6899289875411228,0.07613930743435304,-4.327918527847515,6.555953360253579,5.2095315612979345,24.57997247239321,4.495725554100865,0.0,4.436570094587555,0.25045824813932427,19.91924502441816,0.10953374051958775,0.2254124233253929,0.33060488754389894,-0.015665024974524044,-0.100183299255729,0.6511914451622403,0.09484018996209187,0.1602932788091671,-0.03125718936778554,45.45316287232447,19.335376756355792,10.559319741553889,150.0645639551572,56.17778505765031,0.0,40.0,36.82030904410576,20.68785129630814,10.59939306125618,96.97743367954617,38.72084516233945,0.0,34.0,50.15426418989958,23.19243377770138,10.238733183935556,116.79369027232944,62.839974458156334,0.0,8.0,20.011614026331966,-1.3524745399523468,38.946257585664846,29.904714827835257,11.360786135599724,75.02727281261582,46.68541745316995,0.0,8.0,38.77093681196732,25.84729120797821,11.330731145823004,80.92806913877828,43.93037672363738,0.0,8.0,50.15426418989958,23.19243377770138,10.238733183935556,116.79369027232944,62.839974458156334,0.0,8.0,16.580336026823232,35.5759429789995,87.93088175675375,108,1.7682352318636312,0.4758706714647154,8.445452127258008,10.732135932770017,0.0,4.026671702781162,0.07012830947901172,23.640453491973005,0.40963837917897905,-0.3756873722089864,-0.4658523415391187,2.9249880353609186,-1.4626761691336512,1.1521079414408888,5.1193665919677755,-0.46885784051681334,19.057267917621896
ADI-38502,-0.9868054976689393,0.12522912406966213,1.1521079414408888,-1.6154557004986358,0.0,-11.598185490681054,-3.9321944957873836,-4.708615065019302,-4.18920149047365,-4.491217305634354,-4.828835024126164,-6.29822347430995,-3.6817362476480575,-8.179966384230312,-1.814653493852111,-1.6951014234069444,-6.3965032908798225,3.8877381567426497,2.855224028788289,6.461822801994515,-0.4132561094298879,0.0,3.639415179013376,0.9858036646763804,9.329469559890526,-0.10701933614610937,-0.016029327880914934,-0.10018329925571834,-0.21679665958939864,-0.4257790218368491,-0.2905315678416258,0.6291511193259858,2.4003918501672796,0.048087983642748355,46.30825679714837,27.40013234644201,9.858036646763782,139.55533586323114,42.30239811073179,0.0,34.0,48.16707572110994,19.83629325263444,10.619429721107329,94.4828695280785,70.85463839861468,0.0,38.0,39.83538436655944,33.56140525066938,10.32889815326571,74.61652128566732,56.65365572911502,0.0,8.0,23.618212799538227,7.5638390938075695,40.97496939559336,23.893716872491485,10.69957636051191,83.65305487853412,61.111812545995,0.0,8.0,44.60661399361356,24.24435841988653,12.46280242741275,106.00394894248736,44.20588079659064,0.0,8.0,39.83538436655944,33.56140525066938,10.32889815326571,74.61652128566732,56.65365572911502,0.0,8.0,15.332052118096843,42.04088259474867,97.4683318458992,108,1.8308497938984658,-0.6010997955343775,5.359806510181556,4.7962754518680555,0.0,4.899684653359806,1.8533910362309953,1.4803084298026903,2.5526704650359875,1.4185955174611298,11.871720961803945,1.2506883079085327,-0.6010997955343775,-1.1220529516641733,8.763367130229513,2.8371910349222595,13.53676739543417
ADI-38503,4.361730391346313,-0.25045824813932605,-24.600009132244395,-10.456631859816753,0.0,-18.08525019051809,-3.1056822769276113,-122.53419331968273,-1.0581860983886529,-0.12522912406966213,-6.1863187290412895,0.3694259160054969,-2.2541242332539184,0.2604765780648961,0.7052904267603282,-0.4327918527847512,18.904187836359142,-7.578449158282368,1.8032993866031326,-11.360786135599767,-16.98106922384615,0.0104166666666666,-3.300506989758034,-0.31958472462577525,-12.242399169050145,-0.19723587040972035,0.0,0.1502749488835775,-0.11270621166269024,0.0,-0.03506415473950142,0.010686218587277807,0.024043991821375954,-0.13544782059375393,48.02954338485098,23.042158828817783,9.417230130038572,175.52114029603808,30.405631324113905,0.0,36.0,52.99139956743337,15.428228085382344,10.168604874456545,118.31647642101652,54.29934819660538,0.0277777777777777,36.0,38.20740575365383,17.582169019380526,11.761519332622644,91.4372972307043,29.078202608975484,0.0,8.0,19.235193457100063,7.613930743435439,31.43251014148513,20.83812624519173,11.0001262582791,59.02799992147581,32.75993885662355,0.0,8.0,49.60325604399307,34.613329892854544,10.52926475177717,97.77890007359198,76.03912413509869,0.0,8.0,38.20740575365383,17.582169019380526,11.761519332622644,91.4372972307043,29.078202608975484,0.0,8.0,14.175936844685724,49.5508824414377,127.924054819641,108,-3.2071178674240386,1.6029327880916746,29.383761671705457,11.746491837734283,0.0,-1.4625330501346951,1.1050217907906958,40.228603816138175,-0.6918909104848723,2.1288951091842527,6.937693473459262,-2.5671970434280666,-0.400733197022916,-13.048874728058763,4.643829864833922,0.4167625249038345,-7.678849521353172
ADI-45368,-20.998419524000894,0.551008145906513,9.081616077531876,1.9786201603006575,0.0,-10.93363886962953,-1.4526578392080758,-0.12021995910681937,-44.17811676314248,0.17532077369752663,16.940995904143847,-24.970687339490574,-6.662189400506012,-58.08627690847196,-0.3867075351271154,-0.5490044799213969,0.73334175055194,-1.3996441766852499,2.22907840843998,-3.0756272871509225,-1.339951627545389,0.0,4.242002602574679,-0.20036659851145977,-1.753207736975284,-0.04019118240729114,-0.400733197022916,0.14025661895800567,-0.09392184305224305,-0.22541242332539113,0.23543075325096652,-0.037401765055466996,-0.12021995910687622,0.1017862320438212,31.369158937544004,12.623095706221916,10.719613020363056,74.63655794551848,31.00673111964828,0.0,34.0,36.91754577573632,20.63775964668028,11.501042754557746,102.28714854009982,42.95358955589403,0.0,38.0,45.307897088403664,32.60966390773995,11.07025456775811,97.849028383071,58.93282578718288,0.0,8.0,16.6304276764511,-8.014663940458364,38.89616593603698,25.84729120797821,10.960052938576808,90.04474937104968,44.20588079659065,0.0,8.0,32.70984720699568,20.78803459556387,10.869887969246651,66.79220561379483,23.41784620102677,0.0,8.0,45.307897088403664,32.60966390773995,11.07025456775811,97.849028383071,58.93282578718288,0.0,8.0,13.4445987601189,34.81896539080834,95.29435425204989,108,-0.5197008648891028,-0.27550407295325563,-15.11765985768956,-1.9535743354867137,0.0,-0.5172426635647618,1.3524745399523468,0.18032993866030722,-0.06906754513395441,-0.9016496933015663,-5.470008139362818,0.03130728101741198,-0.4257790218368527,7.719123207653965,0.49156605501477735,0.633158451296211,-0.6708273718163653
